id,date,wilaya,canal,texte_reclamation,categorie,sentiment,urgence,status,suggested_action
105188,12/10/2025,Blida,Site web,Abonné rapporte image figée sur certaines chaines.,Assistance,Neutre,Moyenne,Nouveau,Redémarrage du modem
105189,10/1/2024,Tizi Ouzou,Agence commerciale,Client signale modem ne se synchronise pas.,Installation,Neutre,Moyenne,En cours,Envoi technicien
105190,31/10/2024,Annaba,Centre d'appel,Client signale débit très faible en soirée.,Télévision,Négatif,Moyenne,Résolu,Envoi technicien
105191,3/1/2024,Adrar,Centre d'appel,Incident: erreur d'authentification lors de la connexion.,Résiliation,Neutre,Moyenne,Clôturé,Fournir procédure pas-à -pas
105192,6/5/2024,Tlemcen,Centre d'appel,"Demande d'assistance: problème lors de la résiliation, facturation continue.",Télévision,Négatif,Moyenne,Résolu,Ouverture dossier
105193,16/1/2024,Skikda,Site web,Incident: bruit important sur la ligne téléphonique.,Télévision,Négatif,Moyenne,En cours,Vérification facturation
105194,24/6/2025,Boumerdès,Agence commerciale,Demande d'assistance: image figée sur certaines chaines.,Internet lent,Négatif,Moyenne,Résolu,Envoi technicien
105195,10/8/2025,Jijel,Site web,Incident: débit très faible en soirée.,Internet lent,Négatif,Basse,Résolu,Ouverture dossier
105196,30/11/2024,Sétif,Centre d'appel,Réclamation: image figée sur certaines chaines.,Internet lent,Négatif,Moyenne,Nouveau,Redémarrage du modem
105197,4/1/2025,Oran,Site web,Réclamation: demande d'information sur l'offre et le contrat.,Internet lent,Neutre,Basse,En cours,Redémarrage du modem
105198,5/11/2024,Oran,Centre d'appel,Abonné rapporte modem ne se synchronise pas.,Coupure de ligne,Neutre,Moyenne,Résolu,Envoi technicien
105199,10/10/2025,Jijel,Centre d'appel,Abonné rapporte installation non réalisée dans les délais.,Facturation,Neutre,Basse,En cours,Vérifier décodeur
105200,13/6/2024,Oran,Centre d'appel,Client signale débit très faible en soirée.,Autre,Négatif,élevée,En cours,Vérification facturation
105201,18/2/2024,Adrar,Centre d'appel,Client signale erreur d'authentification lors de la connexion.,Internet lent,Négatif,Basse,Nouveau,Vérification facturation
105202,7/8/2024,Médéa,Email,Incident: image figée sur certaines chaines.,Coupure de ligne,Négatif,Basse,En cours,Envoi technicien
105203,14/6/2025,Sétif,Centre d'appel,Client signale bruit important sur la ligne téléphonique.,Coupure de ligne,Positif,Basse,Nouveau,Fournir procédure pas-à -pas
105204,18/8/2024,Msila,Site web,"Incident: problème lors de la résiliation, facturation continue.",Internet lent,Négatif,Basse,Nouveau,Vérifier décodeur
105205,16/8/2025,Batna,Centre d'appel,Abonné rapporte coupure de service depuis ce matin.,Assistance,Neutre,Basse,En cours,Envoi technicien
105206,4/3/2024,Tiaret,Centre d'appel,Abonné rapporte demande d'information sur l'offre et le contrat.,Télévision,Négatif,élevée,Résolu,Envoi technicien
105207,11/3/2025,Alger,Centre d'appel,Abonné rapporte débit très faible en soirée.,Facturation,Négatif,Moyenne,Résolu,Ouverture dossier
105208,30/4/2024,Tlemcen,Site web,Abonné rapporte bruit important sur la ligne téléphonique.,Coupure de ligne,Neutre,Moyenne,En cours,Fournir procédure pas-à -pas
105209,12/10/2025,Alger,Application mobile,Incident: installation non réalisée dans les délais.,Assistance,Neutre,Moyenne,Résolu,Envoi technicien
105210,4/3/2025,Tiaret,Email,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Installation,Neutre,Moyenne,En cours,Envoi technicien
105211,8/9/2024,Tiaret,Application mobile,Client signale demande d'information sur l'offre et le contrat.,Problème matériel,Négatif,Basse,Clôturé,Redémarrage du modem
105212,19/3/2025,Sétif,Centre d'appel,"Incident: montant facturé incorrectement, demande régularisation.",Installation,Négatif,Moyenne,En cours,Vérification facturation
105213,14/9/2024,Médéa,Centre d'appel,Demande d'assistance: modem ne se synchronise pas.,Coupure de ligne,Négatif,élevée,Résolu,Ouverture dossier
105214,12/4/2025,El Oued,Centre d'appel,Incident: erreur d'authentification lors de la connexion.,Configuration,Neutre,Moyenne,Clôturé,Redémarrage du modem
105215,2/1/2024,Médéa,Centre d'appel,Incident: installation non réalisée dans les délais.,Coupure de ligne,Négatif,élevée,Résolu,Vérifier contrat
105216,5/11/2024,Tizi Ouzou,Centre d'appel,Incident: bruit important sur la ligne téléphonique.,Télévision,Neutre,Moyenne,En cours,Ouverture dossier
105217,10/1/2024,Béjaïa,Agence commerciale,Abonné rapporte erreur d'authentification lors de la connexion.,Télévision,Neutre,Moyenne,Nouveau,Planifier rendez-vous
105218,27/3/2024,Jijel,Centre d'appel,Demande d'assistance: image figée sur certaines chaines.,Assistance,Négatif,Basse,Résolu,Fournir procédure pas-à -pas
105219,10/7/2024,Ouargla,Application mobile,Client signale installation non réalisée dans les délais.,Coupure de ligne,Négatif,Basse,Nouveau,Fournir procédure pas-à -pas
105220,24/7/2025,Msila,Site web,Réclamation: installation non réalisée dans les délais.,Coupure de ligne,Négatif,Basse,En cours,Envoi technicien
105221,7/10/2024,Sidi Bel Abbès,Agence commerciale,Client signale erreur d'authentification lors de la connexion.,Télévision,Négatif,Moyenne,Nouveau,Ouverture dossier
105222,21/3/2024,Annaba,Application mobile,"Abonné rapporte problème lors de la résiliation, facturation continue.",Installation,Négatif,Basse,Résolu,Vérification facturation
105223,10/4/2025,Blida,Application mobile,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Facturation,Négatif,Basse,En cours,Vérification facturation
105224,26/7/2025,Laghouat,Application mobile,Incident: demande d'information sur l'offre et le contrat.,Facturation,Négatif,Basse,En cours,Redémarrage du modem
105225,11/2/2024,Relizane,Site web,Réclamation: bruit important sur la ligne téléphonique.,Coupure de ligne,Négatif,Moyenne,Résolu,Planifier rendez-vous
105226,24/3/2025,Boumerdès,Email,Client signale débit très faible en soirée.,Coupure de ligne,Négatif,Moyenne,Résolu,Redémarrage du modem
105227,26/4/2025,Msila,Site web,Demande d'assistance: coupure de service depuis ce matin.,Facturation,Négatif,Critique,En cours,Vérification facturation
105228,1/7/2024,Laghouat,Application mobile,Client signale image figée sur certaines chaines.,Internet lent,Neutre,Moyenne,Escaladé,Ouverture dossier
105229,31/1/2024,Mostaganem,Centre d'appel,Abonné rapporte coupure de service depuis ce matin.,Installation,Négatif,Moyenne,Clôturé,Vérification facturation
105230,21/2/2024,Alger,Centre d'appel,Réclamation: coupure de service depuis ce matin.,Coupure de ligne,Positif,Basse,Résolu,Fournir procédure pas-à -pas
105231,21/3/2025,Msila,Site web,Incident: installation non réalisée dans les délais.,Coupure de ligne,Négatif,Basse,Résolu,Redémarrage du modem
105232,24/4/2024,Adrar,Application mobile,"Abonné rapporte montant facturé incorrectement, demande régularisation.",Coupure de ligne,Négatif,élevée,Escaladé,Envoi technicien
105233,26/4/2025,Jijel,Centre d'appel,Incident: installation non réalisée dans les délais.,Coupure de ligne,Négatif,Basse,Résolu,Envoi technicien
105234,11/10/2024,Alger,Centre d'appel,Demande d'assistance: modem ne se synchronise pas.,Coupure de ligne,Positif,Moyenne,Résolu,Vérification facturation
105235,12/3/2025,Boumerdès,Centre d'appel,Demande d'assistance: erreur d'authentification lors de la connexion.,Assistance,Négatif,Basse,En cours,Redémarrage du modem
105236,21/6/2024,Boumerdès,Centre d'appel,Client signale demande d'information sur l'offre et le contrat.,Internet lent,Neutre,Moyenne,Résolu,Vérification facturation
105237,12/4/2024,Ouargla,Email,Client signale erreur d'authentification lors de la connexion.,Assistance,Négatif,Basse,En cours,Vérification facturation
105238,18/10/2025,Boumerdès,Agence commerciale,Demande d'assistance: débit très faible en soirée.,Problème matériel,Neutre,Basse,Nouveau,Vérifier contrat
105239,27/8/2024,Mostaganem,Centre d'appel,Incident: image figée sur certaines chaines.,Facturation,Négatif,Basse,En cours,Vérifier décodeur
105240,10/7/2025,Médéa,Site web,Réclamation: erreur d'authentification lors de la connexion.,Assistance,Négatif,Basse,Escaladé,Redémarrage du modem
105241,21/9/2024,Jijel,Email,Demande d'assistance: modem ne se synchronise pas.,Coupure de ligne,Neutre,Basse,En cours,Vérification facturation
105242,23/2/2025,Boumerdès,Agence commerciale,Incident: modem ne se synchronise pas.,Facturation,Neutre,élevée,En cours,Envoi technicien
105243,7/5/2024,Ouargla,Site web,Demande d'assistance: demande d'information sur l'offre et le contrat.,Configuration,Négatif,Basse,Résolu,Planifier rendez-vous
105244,5/6/2024,Alger,Centre d'appel,Abonné rapporte coupure de service depuis ce matin.,Coupure de ligne,Neutre,élevée,En cours,Envoi technicien
105245,23/6/2024,Constantine,Centre d'appel,"Client signale montant facturé incorrectement, demande régularisation.",Coupure de ligne,Négatif,Moyenne,Résolu,Vérification facturation
105246,13/11/2024,Tizi Ouzou,Site web,Réclamation: erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,Critique,Nouveau,Planifier rendez-vous
105247,14/6/2025,Blida,Application mobile,"Demande d'assistance: problème lors de la résiliation, facturation continue.",Coupure de ligne,Neutre,Basse,Nouveau,Planifier rendez-vous
105248,6/1/2025,Laghouat,Centre d'appel,Réclamation: débit très faible en soirée.,Coupure de ligne,Négatif,Basse,Résolu,Vérifier décodeur
105249,23/9/2025,Tizi Ouzou,Site web,"Incident: problème lors de la résiliation, facturation continue.",Résiliation,Négatif,Basse,Résolu,Vérification facturation
105250,11/1/2024,El Oued,Application mobile,Réclamation: modem ne se synchronise pas.,Installation,Négatif,Basse,Résolu,Vérifier contrat
105251,8/8/2025,Ghardaïa,Site web,Incident: modem ne se synchronise pas.,Problème matériel,Négatif,élevée,Nouveau,Planifier rendez-vous
105252,6/3/2024,Adrar,Agence commerciale,"Client signale montant facturé incorrectement, demande régularisation.",Coupure de ligne,Négatif,Moyenne,Nouveau,Envoi technicien
105253,31/7/2024,Blida,Centre d'appel,Abonné rapporte image figée sur certaines chaines.,Coupure de ligne,Négatif,élevée,Nouveau,Planifier rendez-vous
105254,4/7/2024,Biskra,Centre d'appel,Réclamation: installation non réalisée dans les délais.,Installation,Négatif,Moyenne,Résolu,Vérifier contrat
105255,25/3/2025,Béjaïa,Centre d'appel,Client signale coupure de service depuis ce matin.,Internet lent,Neutre,Basse,Résolu,Ouverture dossier
105256,23/1/2025,Annaba,Application mobile,Incident: modem ne se synchronise pas.,Internet lent,Négatif,Moyenne,Nouveau,Vérification facturation
105257,1/10/2024,Constantine,Email,Abonné rapporte bruit important sur la ligne téléphonique.,Facturation,Négatif,Moyenne,En cours,Redémarrage du modem
105258,8/8/2024,Blida,Centre d'appel,Demande d'assistance: débit très faible en soirée.,Résiliation,Négatif,Moyenne,Escaladé,Envoi technicien
105259,8/4/2025,Skikda,Agence commerciale,Abonné rapporte installation non réalisée dans les délais.,Coupure de ligne,Neutre,Moyenne,Résolu,Redémarrage du modem
105260,19/8/2024,Skikda,Agence commerciale,Incident: coupure de service depuis ce matin.,Assistance,Négatif,Basse,Nouveau,Vérification facturation
105261,16/9/2024,Oran,Centre d'appel,Demande d'assistance: bruit important sur la ligne téléphonique.,Résiliation,Négatif,Critique,Résolu,Vérification facturation
105262,4/5/2024,Blida,Centre d'appel,Incident: bruit important sur la ligne téléphonique.,Coupure de ligne,Neutre,Moyenne,Nouveau,Redémarrage du modem
105263,14/4/2025,Jijel,Email,Client signale débit très faible en soirée.,Assistance,Négatif,Moyenne,Escaladé,Vérifier contrat
105264,2/4/2024,Msila,Agence commerciale,"Incident: montant facturé incorrectement, demande régularisation.",Installation,Négatif,Basse,Nouveau,Ouverture dossier
105265,28/5/2025,Relizane,Centre d'appel,Client signale coupure de service depuis ce matin.,Coupure de ligne,Négatif,Moyenne,En cours,Redémarrage du modem
105266,20/1/2025,Batna,Centre d'appel,Demande d'assistance: demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Basse,Résolu,Vérifier décodeur
105267,31/8/2025,Sidi Bel Abbès,Site web,Abonné rapporte installation non réalisée dans les délais.,Internet lent,Négatif,Basse,En cours,Vérification facturation
105268,26/5/2024,Sétif,Application mobile,Client signale erreur d'authentification lors de la connexion.,Assistance,Négatif,Moyenne,Nouveau,Redémarrage du modem
105269,19/2/2024,Constantine,Centre d'appel,Réclamation: image figée sur certaines chaines.,Coupure de ligne,Négatif,élevée,Escaladé,Envoi technicien
105270,22/1/2025,Batna,Centre d'appel,Incident: bruit important sur la ligne téléphonique.,Internet lent,Négatif,Basse,Nouveau,Vérifier décodeur
105271,2/2/2024,Constantine,Centre d'appel,Client signale coupure de service depuis ce matin.,Internet lent,Neutre,Basse,En cours,Vérifier contrat
105272,20/7/2024,El Oued,Site web,Demande d'assistance: bruit important sur la ligne téléphonique.,Installation,Neutre,Moyenne,Résolu,Redémarrage du modem
105273,13/8/2024,Boumerdès,Agence commerciale,Demande d'assistance: installation non réalisée dans les délais.,Coupure de ligne,Négatif,Basse,Résolu,Fournir procédure pas-à -pas
105274,12/4/2024,Oran,Agence commerciale,Client signale demande d'information sur l'offre et le contrat.,Facturation,Négatif,Moyenne,Nouveau,Redémarrage du modem
105275,14/11/2024,Médéa,Agence commerciale,"Réclamation: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Neutre,Basse,En cours,Ouverture dossier
105276,6/9/2025,Tlemcen,Email,"Incident: problème lors de la résiliation, facturation continue.",Coupure de ligne,Négatif,Critique,Nouveau,Envoi technicien
105277,6/9/2025,Skikda,Application mobile,Client signale erreur d'authentification lors de la connexion.,Coupure de ligne,Positif,Basse,Nouveau,Envoi technicien
105278,19/2/2025,Ouargla,Site web,Abonné rapporte coupure de service depuis ce matin.,Assistance,Négatif,élevée,En cours,Planifier rendez-vous
105279,13/2/2024,El Oued,Agence commerciale,Incident: bruit important sur la ligne téléphonique.,Configuration,Neutre,élevée,Escaladé,Redémarrage du modem
105280,29/8/2024,Relizane,Email,Réclamation: image figée sur certaines chaines.,Coupure de ligne,Neutre,Moyenne,En cours,Vérification facturation
105281,23/10/2024,Sétif,Email,Incident: installation non réalisée dans les délais.,Autre,Neutre,Basse,Résolu,Redémarrage du modem
105282,1/5/2024,Annaba,Site web,Client signale coupure de service depuis ce matin.,Internet lent,Neutre,Basse,Résolu,Vérifier contrat
105283,17/11/2024,Ghardaïa,Centre d'appel,Client signale bruit important sur la ligne téléphonique.,Coupure de ligne,Neutre,Moyenne,Nouveau,Ouverture dossier
105284,12/7/2025,Sidi Bel Abbès,Centre d'appel,Réclamation: coupure de service depuis ce matin.,Coupure de ligne,Négatif,Moyenne,Escaladé,Envoi technicien
105285,20/7/2025,Jijel,Site web,Demande d'assistance: demande d'information sur l'offre et le contrat.,Facturation,Négatif,élevée,En cours,Redémarrage du modem
105286,28/2/2024,Jijel,Application mobile,Demande d'assistance: image figée sur certaines chaines.,Coupure de ligne,Négatif,Moyenne,Résolu,Ouverture dossier
